label,sport_and_travel,buy_and_sell,health_and_family,jobs,love,social_learning,suport,new,comic_and_film,music,gaming,school_and_class,club
__label__35-44,0,2,0,0,0,0,0,0,0,0,0,1,0
__label__35-44,0,5,0,1,0,1,0,2,0,0,0,3,6
__label__18-24,0,28,4,4,7,0,0,0,0,0,3,3,8
__label__45-54,0,3,0,0,2,0,0,2,0,0,0,2,2
__label__45-54,0,0,0,0,0,1,0,1,0,0,0,2,1
__label__35-44,0,2,0,0,1,0,0,0,0,0,0,4,1
__label__35-44,0,1,3,0,0,0,0,0,0,0,0,0,0
__label__35-44,0,2,4,1,1,0,0,1,0,0,0,1,1
__label__55+,0,0,3,0,0,1,0,0,0,0,0,0,3
__label__45-54,0,1,1,0,0,1,0,1,0,0,0,2,1
__label__55+,0,4,1,2,3,0,0,1,0,0,0,2,6
__label__45-54,0,2,6,0,1,0,0,0,0,0,0,0,1
__label__55+,0,2,0,0,0,0,0,0,0,0,0,0,3
__label__18-24,0,12,0,2,0,1,0,0,0,0,0,2,8
__label__35-44,0,2,0,1,2,0,0,1,0,3,0,0,5
__label__45-54,0,0,2,0,0,0,0,0,0,0,0,0,0
__label__25-34,0,10,1,5,0,3,0,2,0,0,0,0,4
__label__35-44,0,3,0,0,0,0,0,0,0,0,0,0,0
__label__18-24,0,9,1,1,6,2,0,0,0,0,0,4,17
__label__55+,0,6,2,0,0,0,0,2,0,1,0,1,3
__label__25-34,0,3,2,0,1,1,0,1,0,0,0,1,3
__label__45-54,1,8,1,0,1,0,0,0,0,0,0,2,4
__label__35-44,0,0,4,0,0,0,0,0,0,0,0,0,1
__label__35-44,0,8,3,2,1,0,0,0,0,0,0,1,7
__label__25-34,0,3,2,1,3,0,0,0,0,0,0,0,2
__label__18-24,0,7,0,0,1,1,0,0,1,1,0,1,6
__label__35-44,1,40,9,6,3,1,1,1,0,6,1,3,11
__label__45-54,0,1,0,1,0,0,0,1,0,0,0,3,1
__label__18-24,0,1,0,0,0,1,0,0,0,0,0,1,0
__label__35-44,0,1,0,0,1,2,0,0,0,0,0,0,4
__label__55+,0,0,0,0,0,0,0,1,0,0,0,0,1
__label__25-34,0,13,3,1,3,1,0,2,2,0,0,2,2
__label__25-34,1,1,5,0,2,0,0,3,0,0,0,1,3
__label__45-54,0,10,6,2,7,1,1,1,0,8,0,1,13
__label__18-24,1,17,4,6,2,3,0,0,0,0,0,3,3
__label__45-54,0,2,0,0,0,0,0,0,0,1,1,0,0
__label__45-54,0,0,3,0,0,1,0,1,0,0,0,1,3
__label__35-44,0,3,0,5,1,1,0,0,1,0,0,0,2
__label__18-24,0,4,0,0,0,0,0,0,0,0,0,0,0
__label__25-34,0,3,1,0,0,1,0,0,0,0,0,3,3
__label__25-34,0,6,3,0,0,2,0,0,0,0,0,4,3
__label__35-44,0,9,6,2,1,0,0,1,0,0,0,5,3
__label__45-54,7,26,31,1,10,12,0,3,6,23,3,5,50
__label__35-44,0,8,1,0,2,0,0,1,0,0,0,0,1
__label__25-34,1,3,2,0,2,0,0,0,0,0,0,0,0
__label__45-54,0,0,2,0,1,0,0,1,0,0,0,0,0
__label__45-54,0,2,0,0,0,0,0,0,0,0,1,0,2
__label__18-24,0,4,1,0,5,0,0,0,0,0,0,0,1
__label__25-34,1,0,2,1,0,0,0,1,0,0,0,1,0
__label__18-24,0,0,0,0,0,0,0,0,0,0,2,0,0
__label__35-44,0,44,8,11,2,4,0,3,0,9,0,14,46
__label__18-24,0,7,0,2,0,1,0,0,0,1,1,5,4
__label__25-34,0,0,0,0,0,0,0,1,0,0,0,1,0
__label__45-54,0,0,2,0,0,0,0,0,0,0,0,0,0
__label__35-44,0,5,0,0,1,0,0,0,0,0,0,0,1
__label__25-34,0,1,0,0,1,2,0,1,0,0,0,0,12
__label__35-44,0,18,1,3,2,0,0,0,0,0,0,1,3
__label__35-44,0,3,0,5,0,0,0,0,0,0,0,1,6
__label__45-54,0,6,1,0,0,0,0,0,0,6,0,0,1
__label__18-24,1,0,0,2,1,0,0,1,0,0,0,0,4
__label__18-24,2,35,9,20,9,23,1,0,3,2,0,10,28
__label__35-44,0,2,0,0,0,0,0,0,0,0,0,0,0
__label__18-24,1,3,0,0,2,3,0,0,0,0,0,3,7
__label__25-34,0,1,0,0,0,0,0,0,0,0,0,1,0
__label__45-54,0,0,1,0,0,0,0,0,0,0,0,0,1
__label__18-24,0,4,3,6,1,0,0,0,0,0,0,1,3
__label__25-34,0,2,3,2,0,1,0,0,0,0,0,2,7
__label__18-24,0,2,0,0,1,0,0,1,0,0,0,0,0
__label__18-24,0,5,1,3,2,0,0,0,0,0,0,1,1
__label__25-34,0,1,3,0,2,0,0,0,0,0,0,0,0
__label__45-54,0,0,0,0,0,0,0,0,0,1,0,0,2
__label__18-24,2,0,1,3,2,0,0,0,0,0,0,0,4
__label__35-44,0,38,12,4,0,0,0,0,0,0,0,1,11
__label__55+,0,2,1,0,0,0,0,0,0,0,0,0,1
__label__45-54,0,1,0,0,0,0,0,0,0,1,0,0,1
__label__18-24,0,0,0,1,0,0,0,0,0,0,1,0,0
__label__18-24,1,3,0,1,2,1,1,1,1,0,2,1,8
__label__45-54,1,12,3,1,3,0,1,1,0,3,0,1,6
__label__45-54,0,1,0,0,0,0,0,0,0,0,0,0,1
__label__35-44,1,2,0,1,0,0,0,0,0,0,0,1,7
__label__18-24,0,0,0,6,0,3,0,0,0,0,0,2,0
__label__45-54,0,0,5,0,0,0,0,0,0,0,0,1,1
__label__45-54,0,4,4,1,0,0,0,0,0,0,0,0,2
__label__18-24,0,1,0,0,1,0,0,0,0,0,1,0,2
__label__45-54,0,0,1,0,0,0,0,2,0,0,0,2,1
__label__18-24,0,1,0,0,0,0,0,0,0,0,0,2,4
__label__18-24,0,10,15,0,0,0,2,0,0,1,0,1,1
__label__25-34,3,49,12,0,3,1,1,2,6,2,3,1,81
__label__25-34,0,1,0,0,0,0,0,0,0,0,0,0,1
__label__18-24,0,0,2,2,2,1,0,0,0,0,3,0,3
__label__18-24,1,44,2,6,25,38,2,3,10,0,1,15,33
__label__35-44,0,1,0,0,0,0,0,0,0,0,0,0,1
__label__45-54,0,0,4,0,0,0,0,0,0,0,0,0,0
__label__45-54,1,10,2,1,1,1,0,1,0,1,0,0,1
__label__25-34,3,19,3,2,7,1,0,2,0,0,0,0,7
__label__25-34,0,11,5,3,20,1,0,1,0,2,0,0,10
__label__18-24,0,1,0,0,0,1,0,0,0,0,0,0,1
__label__18-24,0,3,0,0,2,0,0,0,0,0,0,0,2
__label__35-44,0,2,0,0,0,0,0,0,0,1,0,1,1
__label__55+,0,0,0,0,0,0,0,0,0,0,0,1,5
__label__25-34,0,2,3,0,0,0,0,1,0,0,0,0,0
__label__45-54,0,2,0,0,0,0,0,0,0,0,0,0,0
__label__25-34,0,2,1,0,0,0,0,0,0,0,0,1,1
__label__55+,0,1,0,0,0,0,0,0,0,0,0,2,2
__label__25-34,2,6,3,0,4,2,0,2,0,0,0,3,1
__label__18-24,6,1,1,0,1,0,0,1,0,1,1,3,3
__label__25-34,0,4,1,0,1,1,0,0,0,0,2,0,4
__label__18-24,0,2,0,0,0,0,0,0,0,0,0,0,1
__label__35-44,0,1,1,1,0,2,1,0,0,0,0,0,0
__label__45-54,0,1,1,0,3,0,1,0,1,4,0,0,4
__label__25-34,0,0,0,0,0,0,1,0,1,0,0,0,1
__label__35-44,0,3,2,0,0,0,0,0,0,1,0,1,3
__label__45-54,4,5,30,1,1,4,0,2,0,6,0,3,18
__label__45-54,0,5,1,0,0,0,0,1,0,0,0,0,2
__label__18-24,1,6,0,0,17,0,0,2,9,0,2,2,8
__label__18-24,0,5,1,1,1,0,1,1,0,1,1,0,1
__label__18-24,0,10,0,1,1,2,0,1,2,0,0,0,4
__label__55+,0,0,2,1,0,0,0,0,0,2,0,0,3
__label__55+,0,2,0,2,1,0,0,0,0,0,0,0,1
__label__45-54,1,11,2,1,0,0,0,0,0,1,0,1,3
__label__18-24,4,6,0,3,0,3,0,0,0,3,2,0,7
__label__25-34,0,5,2,4,0,1,0,0,1,1,0,1,2
__label__45-54,0,1,0,1,0,0,0,0,0,0,0,0,0
__label__25-34,1,2,0,1,0,1,0,1,0,0,1,1,7
__label__25-34,0,1,0,1,0,2,0,0,0,1,0,1,0
__label__45-54,0,4,3,0,2,0,0,2,0,11,0,0,5
__label__25-34,1,8,0,1,0,3,0,0,2,0,0,1,8
__label__18-24,0,6,0,3,0,2,0,0,0,0,0,0,2
__label__55+,0,2,0,0,0,1,0,0,0,0,0,0,2
__label__18-24,1,2,0,0,0,0,0,0,0,0,1,2,2
__label__25-34,7,10,1,2,0,5,0,0,0,1,1,1,14
__label__25-34,0,31,0,4,0,0,0,0,0,1,0,1,7
__label__35-44,0,5,2,0,0,1,1,0,0,1,0,0,2
__label__35-44,0,1,0,0,0,0,0,0,0,1,0,0,0
__label__18-24,1,19,1,2,0,11,3,1,0,2,7,2,22
__label__18-24,0,5,1,0,3,6,0,0,2,0,0,1,9
__label__45-54,0,0,0,1,0,0,0,0,0,0,0,0,1
__label__25-34,0,1,0,1,0,0,0,1,0,0,0,0,1
__label__55+,0,1,0,0,0,0,0,0,0,0,0,0,3
__label__45-54,1,6,0,0,0,1,0,0,0,0,0,0,5
__label__55+,0,1,0,0,0,0,0,0,0,2,0,0,1
__label__35-44,0,2,0,1,0,0,0,1,0,0,1,0,0
__label__55+,0,0,0,0,0,0,0,0,0,2,0,0,0
__label__25-34,3,56,2,4,3,8,6,0,0,1,0,4,52
__label__25-34,3,7,0,2,0,0,1,2,0,1,0,4,13
__label__45-54,0,1,0,0,0,1,0,0,0,0,0,0,1
__label__18-24,0,2,0,0,1,0,0,0,0,1,0,0,1
__label__35-44,1,31,4,5,1,1,1,1,0,3,0,0,13
__label__55+,0,1,0,1,0,0,0,0,0,0,0,0,3
__label__55+,0,0,2,0,0,0,0,0,0,0,0,1,2
__label__18-24,0,0,0,1,0,1,0,0,0,2,11,0,5
__label__45-54,0,0,1,0,0,0,0,0,0,1,0,0,0
__label__25-34,0,0,0,0,0,0,0,1,1,0,0,0,5
__label__35-44,2,13,2,0,0,1,0,0,0,0,0,2,18
__label__18-24,0,2,0,0,5,2,0,0,0,0,13,0,14
__label__18-24,0,6,1,0,1,2,0,0,0,2,1,1,4
__label__35-44,0,4,0,0,2,0,0,0,0,0,0,0,0
__label__35-44,0,1,0,1,0,0,0,0,0,0,0,0,1
__label__18-24,0,1,1,1,0,1,0,0,0,0,0,1,5
__label__45-54,0,1,2,0,2,0,0,0,0,15,0,0,9
__label__35-44,0,1,0,0,0,0,0,0,0,1,0,0,0
__label__25-34,0,0,1,0,0,1,0,0,0,0,0,1,1
__label__18-24,0,1,0,0,0,0,0,0,1,1,0,0,4
__label__45-54,0,1,1,0,0,0,0,0,0,0,0,0,1
__label__18-24,1,3,0,0,0,0,0,0,0,0,0,0,2
__label__45-54,0,0,6,0,0,0,0,0,0,0,0,0,1
__label__35-44,0,12,1,4,1,0,0,0,0,0,0,1,4
__label__45-54,0,0,0,0,0,1,0,0,0,1,0,0,0
__label__18-24,0,5,1,1,1,0,0,0,6,1,0,0,8
__label__18-24,0,3,1,2,0,0,0,0,0,0,1,0,0
__label__25-34,0,1,0,0,0,1,0,0,0,0,0,0,1
__label__35-44,0,9,2,0,0,1,0,1,0,0,0,2,5
__label__25-34,0,0,0,0,0,0,0,0,0,0,0,2,0
__label__18-24,2,12,7,2,19,0,0,0,0,2,0,0,7
__label__35-44,0,0,1,0,0,1,0,0,0,0,0,0,0
__label__35-44,0,0,0,0,1,1,0,0,0,0,0,0,0
__label__45-54,0,1,1,0,0,0,0,0,0,0,0,0,0
__label__25-34,0,7,1,0,1,0,0,1,0,0,0,0,3
__label__25-34,1,6,2,7,1,2,0,0,0,1,0,0,1
__label__25-34,0,3,0,0,2,1,0,0,0,0,0,1,6
__label__35-44,0,1,0,0,0,1,0,0,0,0,0,0,1
__label__35-44,0,5,3,2,2,1,0,1,0,0,0,0,0
__label__35-44,1,8,5,0,1,0,0,2,1,0,0,0,8
__label__45-54,0,6,9,1,1,1,0,0,0,0,1,0,8
__label__35-44,0,1,0,2,1,0,0,0,0,0,0,0,0
__label__45-54,1,0,0,0,3,0,0,0,0,2,1,0,1
__label__18-24,0,3,3,3,0,0,0,0,1,0,0,0,3
__label__18-24,0,2,1,0,0,0,0,0,0,1,0,0,1
__label__25-34,0,2,4,0,0,1,0,0,0,0,0,2,1
__label__25-34,0,7,11,2,3,1,0,2,0,1,0,1,2
__label__45-54,0,0,0,0,1,0,0,0,1,2,0,0,0
__label__45-54,0,0,0,1,0,0,0,0,0,0,0,0,2
__label__35-44,0,3,4,1,3,1,0,0,0,0,1,0,1
__label__45-54,1,2,3,0,0,0,0,1,0,0,0,0,3
__label__45-54,0,0,6,0,0,0,0,0,0,2,0,0,2
__label__35-44,0,0,1,0,0,1,0,0,0,0,0,1,0
__label__18-24,0,7,2,0,5,2,0,0,0,0,2,0,10
__label__25-34,0,0,5,0,0,0,0,0,0,0,0,0,1
__label__45-54,1,6,1,0,0,1,0,0,0,1,0,0,4
__label__45-54,0,1,2,0,0,0,0,2,0,0,1,0,0
__label__45-54,0,3,1,0,0,2,0,0,0,0,0,2,1
__label__35-44,1,17,5,3,4,1,0,2,0,1,3,0,9
__label__25-34,0,2,1,2,2,0,0,0,1,0,0,0,1
__label__25-34,0,4,2,0,0,1,0,0,0,1,0,1,5
__label__35-44,2,2,3,0,2,0,0,0,0,4,0,0,3
__label__18-24,1,5,1,1,0,4,0,0,0,0,0,1,3
__label__25-34,0,3,4,0,0,0,0,0,0,0,0,0,1
__label__45-54,0,2,0,0,0,0,0,0,0,0,0,0,0
__label__18-24,0,0,0,1,0,0,0,0,0,0,0,1,1
__label__18-24,0,3,0,0,3,0,0,0,0,0,0,0,2
__label__35-44,0,25,4,0,1,10,0,0,0,0,0,2,18
__label__18-24,1,2,1,0,0,0,0,0,0,0,2,1,15
__label__45-54,0,1,2,0,0,0,0,0,0,0,0,0,0
__label__25-34,0,1,1,0,0,0,0,1,0,0,0,2,2
__label__18-24,1,8,1,1,1,11,0,0,0,0,1,1,3
__label__25-34,0,0,2,1,2,2,0,0,0,0,0,0,2
__label__45-54,0,2,1,0,0,0,0,0,0,0,0,1,1
__label__18-24,0,10,1,1,1,0,0,1,0,0,0,0,8
__label__35-44,0,1,1,0,0,0,0,0,0,0,0,0,1
__label__18-24,0,27,5,5,2,2,0,0,0,2,1,0,1
__label__55+,0,2,0,1,0,0,0,0,0,0,0,0,2
__label__35-44,0,4,2,0,0,1,0,0,0,0,0,0,3
__label__35-44,1,1,0,0,0,0,0,0,0,0,0,0,3
__label__18-24,1,2,6,1,5,3,0,0,0,0,0,0,9
__label__25-34,0,7,0,0,2,1,0,0,0,0,0,0,2
__label__45-54,2,14,5,8,3,2,0,1,0,4,0,0,24
__label__45-54,0,1,3,0,2,0,0,0,0,5,0,0,1
__label__18-24,1,3,7,5,5,5,0,0,0,6,0,1,13
__label__18-24,0,1,0,1,4,0,0,0,0,0,4,0,9
__label__25-34,0,6,4,2,1,2,0,0,1,6,0,1,4
__label__45-54,0,3,3,0,0,0,0,0,0,0,0,0,2
__label__35-44,0,2,0,0,1,0,0,0,0,0,0,0,0
__label__18-24,0,3,4,1,1,0,0,0,0,1,1,0,2
__label__18-24,0,6,1,0,1,0,0,0,0,0,1,0,6
__label__35-44,0,5,4,1,1,0,1,1,0,0,1,1,9
__label__18-24,0,0,0,0,0,0,0,0,0,0,0,0,4
__label__35-44,0,8,2,3,0,1,0,1,0,0,0,0,3
__label__25-34,0,2,1,0,5,2,0,1,1,0,2,0,2
__label__45-54,2,5,2,0,4,2,0,1,0,7,0,1,2
__label__35-44,0,0,1,0,0,0,0,0,0,0,0,0,1
__label__18-24,0,1,1,0,1,0,0,0,0,0,2,0,4
__label__25-34,0,3,1,0,6,2,0,0,0,0,0,1,2
__label__18-24,0,2,1,0,0,0,0,0,0,0,0,0,2
__label__18-24,4,9,5,2,5,1,0,3,0,0,3,0,5
__label__25-34,0,1,4,0,1,1,0,0,0,0,0,1,3
__label__45-54,0,0,1,1,2,0,0,0,0,3,0,0,0
__label__18-24,0,0,0,0,2,0,0,0,0,0,0,0,0
__label__55+,0,1,1,0,0,0,0,0,0,0,0,0,0
__label__18-24,1,2,1,0,2,0,0,0,1,0,0,0,1
__label__18-24,0,1,1,4,1,0,0,0,0,0,1,0,5
__label__18-24,0,0,0,0,0,1,0,0,1,0,0,0,2
__label__35-44,0,1,5,0,0,0,0,0,0,1,0,0,2
__label__18-24,0,1,0,0,0,0,0,0,0,0,0,0,1
__label__35-44,0,0,1,0,2,0,0,1,0,0,0,0,1
__label__45-54,1,4,4,1,1,2,0,0,0,0,0,1,7
__label__45-54,0,0,0,0,0,0,0,0,1,0,0,0,1
__label__55+,0,0,2,0,0,0,0,0,0,0,0,0,2
__label__25-34,0,5,4,0,0,0,0,0,0,0,0,1,2
__label__18-24,0,2,2,0,0,0,0,0,0,0,0,0,5
__label__25-34,0,9,1,1,1,4,0,0,0,0,0,3,5
__label__45-54,0,0,0,0,2,0,0,0,0,0,0,0,0
__label__18-24,0,2,0,0,1,0,0,0,0,0,0,0,2
__label__18-24,0,3,2,8,0,5,0,0,0,0,0,0,0
__label__45-54,0,5,0,0,0,2,1,0,0,0,0,0,1
__label__35-44,1,3,1,0,0,0,0,0,0,0,0,0,2
__label__25-34,1,47,28,1,12,1,0,1,0,1,1,0,36
__label__25-34,2,4,4,0,2,1,0,0,0,3,0,0,10
__label__18-24,0,1,0,0,1,0,0,0,0,0,0,0,2
__label__35-44,0,2,1,1,0,0,0,0,0,0,0,0,0
__label__45-54,0,0,0,0,0,1,0,2,0,0,0,1,1
__label__45-54,0,2,2,0,1,0,0,3,0,0,0,0,1
__label__25-34,0,2,1,0,0,0,0,1,0,0,0,0,0
__label__45-54,0,1,1,0,2,0,0,0,0,1,0,0,0
__label__25-34,0,11,2,2,3,2,0,0,0,0,1,0,11
__label__18-24,0,7,1,1,5,0,0,1,2,0,0,0,11
__label__18-24,0,0,1,0,0,0,0,0,0,0,0,0,1
__label__18-24,6,151,37,23,112,28,0,21,9,31,12,22,117
__label__18-24,0,0,0,0,0,0,0,0,0,0,0,0,2
__label__35-44,0,5,0,0,0,0,0,0,0,0,0,0,1
__label__35-44,0,14,4,3,1,0,0,3,1,2,0,0,3
__label__18-24,0,17,0,1,1,1,0,0,0,0,0,0,15
__label__18-24,0,1,0,0,0,0,0,0,0,0,0,0,1
__label__55+,0,3,1,0,3,0,0,0,0,17,0,0,2
__label__35-44,0,0,2,0,1,0,0,0,0,1,0,0,0
__label__25-34,0,18,2,4,1,3,0,0,0,0,0,3,3
__label__25-34,0,15,0,0,2,1,0,0,0,0,0,0,3
__label__45-54,0,2,0,0,0,0,0,0,0,0,0,1,0
__label__35-44,0,2,0,1,0,0,0,0,0,0,0,0,2
__label__45-54,0,7,1,0,1,0,0,0,1,0,0,0,4
__label__25-34,0,7,1,0,2,5,0,0,0,0,0,3,2
__label__18-24,0,1,0,1,6,0,0,0,0,0,0,0,1
__label__25-34,0,1,0,0,1,0,0,1,0,0,0,0,2
__label__45-54,1,3,4,0,7,0,0,2,0,2,0,0,10
__label__25-34,1,2,1,1,2,0,0,0,0,0,0,0,4
__label__18-24,0,0,0,0,1,0,0,0,0,0,0,0,1
__label__18-24,0,1,0,0,0,0,0,0,0,0,1,0,1
__label__25-34,0,0,0,0,1,0,0,0,0,0,0,1,1
__label__45-54,0,2,1,0,0,1,0,0,0,0,0,1,2
__label__18-24,0,0,0,0,1,1,0,0,0,1,0,0,4
__label__18-24,0,8,2,4,5,4,0,0,1,0,0,0,14
__label__18-24,0,2,0,3,0,3,0,1,0,0,0,0,8
__label__25-34,0,98,4,5,0,2,0,1,2,1,1,0,8
__label__45-54,0,5,6,2,9,2,0,3,0,17,1,1,5
__label__25-34,0,40,6,0,9,0,0,1,0,1,1,0,8
__label__18-24,0,3,0,0,4,0,0,0,0,0,0,0,2
__label__18-24,0,0,0,0,4,0,0,0,0,0,0,2,3
__label__45-54,0,7,0,2,1,0,0,0,0,0,0,1,20
__label__18-24,0,0,0,0,0,1,0,0,0,0,0,1,0
__label__25-34,0,5,0,0,0,1,0,0,0,0,0,0,4
__label__45-54,0,2,0,0,0,0,0,0,0,0,0,0,4
__label__18-24,0,0,0,0,0,1,0,0,0,0,0,0,2
__label__45-54,0,4,0,0,4,0,0,0,0,9,0,0,5
__label__45-54,0,0,0,0,1,0,0,0,0,0,0,0,1
__label__45-54,0,1,0,0,0,1,0,1,0,0,0,0,1
__label__55+,0,1,0,1,0,0,0,1,0,0,0,0,0
__label__18-24,0,9,0,0,3,1,0,0,0,7,0,0,2
__label__35-44,0,0,4,0,3,0,0,0,0,0,0,0,3
__label__55+,0,3,3,1,0,1,0,0,0,0,0,0,2
__label__25-34,0,13,1,1,3,1,0,0,0,0,1,1,6
__label__25-34,0,1,5,1,2,0,0,0,0,0,0,0,1
__label__25-34,0,1,0,0,1,0,1,0,0,0,0,0,7
__label__25-34,0,20,2,0,1,0,0,0,0,1,0,0,4
__label__25-34,0,10,0,0,2,4,0,1,0,0,0,1,5
__label__35-44,0,6,3,1,1,0,0,1,0,0,0,2,3
__label__18-24,0,4,0,2,0,0,0,3,0,0,0,0,5
__label__55+,0,1,0,1,0,0,0,0,0,1,0,0,0
__label__35-44,0,36,2,0,1,0,0,1,0,0,0,0,10
__label__35-44,1,18,1,0,3,2,0,1,1,0,0,1,3
__label__35-44,0,3,4,1,1,0,0,0,0,0,0,1,6
__label__55+,0,8,1,2,0,1,0,0,0,1,0,0,1
__label__45-54,0,2,0,1,1,0,0,0,0,0,0,0,0
__label__18-24,0,1,0,0,2,1,0,0,0,0,3,2,9
__label__35-44,0,0,3,0,1,0,0,0,0,0,0,0,0
__label__25-34,0,0,1,0,0,0,0,0,0,0,1,0,2
__label__35-44,0,29,1,0,1,0,2,0,0,0,0,2,1
__label__18-24,0,2,2,1,2,1,0,0,0,0,0,0,8
__label__18-24,0,1,0,0,1,1,0,0,0,1,0,0,1
__label__18-24,0,37,7,5,31,2,0,1,1,3,2,2,24
__label__18-24,0,2,0,0,0,0,0,0,0,0,0,0,1
__label__45-54,1,1,3,0,2,3,0,0,0,1,0,0,5
__label__55+,0,0,0,0,1,0,0,0,0,0,0,0,3
__label__25-34,0,1,0,0,0,0,0,0,0,0,0,0,1
__label__45-54,0,0,0,0,0,0,0,0,0,7,0,0,1
__label__35-44,1,1,1,3,1,0,0,0,0,0,0,1,1
__label__35-44,0,0,0,3,1,0,0,0,0,1,0,0,2
__label__25-34,0,5,3,0,0,0,0,0,1,0,1,2,7
__label__25-34,0,1,0,0,2,1,0,1,0,0,0,0,4
__label__55+,0,3,0,0,1,0,0,1,0,0,0,0,5
__label__45-54,0,0,1,0,0,0,0,0,0,0,0,0,1
__label__18-24,0,2,1,0,1,1,0,0,1,0,0,0,1
__label__18-24,3,3,5,1,3,3,0,0,0,0,1,0,13
__label__18-24,2,11,1,1,6,0,0,0,0,1,0,0,6
__label__55+,0,0,0,0,0,0,0,0,0,0,0,0,2
__label__25-34,0,8,0,0,0,1,0,0,1,0,0,0,2
__label__18-24,0,3,1,1,4,0,0,0,0,0,1,0,0
__label__18-24,0,5,6,7,4,12,0,0,1,2,1,1,11
__label__18-24,3,3,0,0,3,0,0,3,0,1,0,0,1
__label__35-44,0,5,1,0,1,0,0,0,0,0,0,0,1
__label__35-44,0,10,1,0,1,1,0,1,0,0,0,0,2
__label__45-54,3,1,0,1,1,1,0,0,0,0,0,0,3
__label__35-44,0,0,2,0,0,0,0,0,0,1,0,0,0
__label__25-34,0,1,1,0,1,0,0,0,0,0,0,0,1
__label__18-24,0,2,0,0,1,0,0,0,0,0,0,0,0
__label__18-24,0,2,0,0,0,0,0,0,0,0,4,0,0
__label__18-24,0,0,0,0,0,0,0,0,0,0,3,1,0
__label__18-24,0,10,0,0,0,3,1,0,0,3,1,3,30
__label__25-34,2,0,0,0,0,0,0,0,0,0,0,0,0
__label__35-44,1,3,7,4,13,1,1,2,12,1,1,0,13
__label__35-44,3,23,1,3,1,0,0,1,0,1,1,0,11
__label__55+,1,1,3,0,0,1,0,0,0,0,0,0,2
__label__18-24,2,47,12,18,4,9,4,1,0,0,1,1,24
__label__25-34,0,1,1,1,1,1,0,0,0,0,0,0,1
__label__35-44,0,2,1,0,0,7,0,1,0,0,0,3,1
__label__55+,0,0,0,0,2,0,0,0,0,3,0,0,1
__label__45-54,1,3,1,0,1,0,0,0,0,5,0,0,3
__label__45-54,0,1,0,0,0,0,0,0,0,0,0,0,1
__label__45-54,0,0,0,0,0,1,0,0,0,1,0,0,4
__label__45-54,0,4,0,1,0,1,0,2,0,0,0,0,2
__label__35-44,0,4,0,0,1,1,0,0,0,0,0,0,0
__label__45-54,0,0,0,0,1,0,0,0,0,3,0,0,1
__label__25-34,2,5,4,1,0,1,0,1,0,1,0,1,3
__label__45-54,0,4,14,0,0,0,0,0,0,4,0,0,1
__label__45-54,0,2,0,0,0,0,0,0,0,0,0,0,0
__label__25-34,0,30,1,1,0,0,1,0,0,1,1,0,2
__label__25-34,2,57,11,9,4,3,0,1,1,9,0,2,58
__label__25-34,4,96,47,24,5,17,3,2,0,1,0,3,38
__label__25-34,0,11,1,0,2,1,0,0,0,0,0,0,7
__label__25-34,2,14,2,2,0,1,0,0,0,1,0,0,20
__label__18-24,2,30,6,11,12,3,2,0,0,1,1,0,11
__label__25-34,1,0,1,1,0,0,0,0,0,0,0,0,3
__label__25-34,0,2,2,2,0,1,0,0,0,0,0,0,2
__label__18-24,0,0,0,0,0,0,0,0,0,0,0,0,2
__label__45-54,0,1,0,0,1,0,0,0,0,1,0,0,0
__label__35-44,7,113,12,10,16,8,0,2,0,3,1,0,137
__label__25-34,0,3,1,1,1,0,0,0,0,0,2,0,1
__label__35-44,0,4,2,0,1,0,0,0,0,0,0,0,2
__label__55+,0,1,0,0,0,0,0,0,0,0,0,0,1
__label__18-24,0,0,1,0,0,0,0,0,0,0,0,2,1
__label__45-54,0,2,0,0,1,0,0,0,0,0,0,0,1
__label__55+,0,4,0,0,0,2,0,0,0,0,1,0,0
__label__35-44,1,0,0,0,0,0,0,0,0,1,0,0,0
__label__18-24,2,6,1,1,0,2,1,0,0,0,4,2,15
__label__25-34,0,1,1,0,0,0,0,0,0,0,0,0,0
__label__35-44,0,1,0,0,0,0,0,0,0,0,0,0,1
__label__25-34,0,2,0,0,0,0,0,0,0,0,0,0,0
__label__18-24,0,8,0,3,1,3,1,0,0,1,1,0,8
__label__45-54,1,5,2,3,1,1,0,0,0,0,0,0,2
__label__25-34,0,2,0,0,0,1,0,0,0,0,0,0,4
__label__55+,0,13,1,0,0,0,0,0,0,1,1,0,16
__label__45-54,0,3,1,1,1,2,0,0,0,5,0,0,3
__label__25-34,0,3,3,0,1,0,0,0,2,0,0,0,0
__label__45-54,0,0,0,1,1,0,0,0,0,0,0,0,0
__label__25-34,0,4,3,2,0,1,0,0,0,0,0,2,3
__label__18-24,0,2,0,0,1,0,0,0,14,0,0,0,1
__label__45-54,0,0,0,0,0,0,0,0,0,0,0,1,1
__label__18-24,1,29,6,0,9,0,1,4,1,5,2,5,13
__label__35-44,0,2,1,0,0,0,0,0,0,0,0,0,1
__label__25-34,0,0,0,0,0,0,0,0,0,1,0,1,0
__label__35-44,0,0,0,0,0,1,0,0,0,0,1,1,2
__label__35-44,0,2,0,1,0,1,0,0,0,0,0,1,3
__label__25-34,0,61,7,4,1,1,0,0,0,3,0,0,3
__label__18-24,1,0,0,0,0,0,0,0,0,0,1,1,1
__label__18-24,0,28,0,2,2,9,0,1,0,2,4,2,30
