label,sport_and_travel,buy_and_sell,health_and_family,jobs,love,social_learning,suport,new,comic_and_film,music,gaming,school_and_class,club
__label__25-34,0,0,1,0,1,0,1,0,0,0,0,0,1
__label__25-34,0,13,2,6,1,2,0,0,1,0,0,2,4
__label__45-54,1,4,6,0,0,0,0,0,0,0,0,1,3
__label__18-24,0,7,4,1,0,3,1,3,0,0,2,3,10
__label__35-44,0,3,4,0,1,3,0,1,0,0,0,0,8
__label__18-24,0,1,1,0,4,0,0,0,1,0,0,4,6
__label__25-34,0,1,0,0,0,0,0,0,0,0,0,0,1
__label__18-24,1,11,0,2,9,13,0,1,3,1,1,2,6
__label__18-24,0,2,0,0,0,0,0,0,0,0,0,2,0
__label__18-24,0,2,3,0,15,0,0,0,1,0,0,1,7
__label__45-54,2,10,2,1,16,1,0,2,0,4,1,1,20
__label__18-24,0,2,0,0,3,0,0,0,3,0,0,0,1
__label__18-24,0,1,0,0,5,0,0,1,0,0,0,0,3
__label__18-24,0,8,1,0,0,2,0,0,0,0,0,1,1
__label__18-24,0,24,1,1,4,0,0,0,0,0,0,1,14
__label__45-54,0,0,0,0,0,0,0,0,0,0,0,0,3
__label__18-24,0,0,0,0,1,0,0,0,0,0,0,0,1
__label__35-44,0,0,0,0,1,1,0,1,0,0,0,0,0
__label__18-24,0,1,0,0,0,0,0,0,0,0,0,0,4
__label__25-34,0,6,1,1,0,1,0,1,0,0,0,0,3
__label__18-24,0,6,2,2,1,4,0,2,0,0,0,6,6
__label__55+,0,2,2,0,0,0,0,0,0,0,0,0,1
__label__25-34,0,0,0,0,0,0,0,1,0,1,0,1,7
__label__18-24,1,2,1,1,1,3,0,1,0,0,0,1,12
__label__18-24,0,7,4,2,3,7,0,1,1,1,1,12,25
__label__45-54,1,4,1,0,1,0,0,5,0,1,0,2,3
__label__18-24,0,1,1,2,2,0,0,1,0,1,1,4,1
__label__35-44,0,3,0,0,0,0,0,1,0,0,0,0,3
__label__25-34,1,0,1,1,0,0,0,0,0,0,0,0,0
__label__35-44,0,1,0,0,3,1,0,0,0,0,0,0,2
__label__18-24,1,15,3,3,1,4,0,1,0,0,0,4,3
__label__35-44,0,0,0,0,0,0,0,0,0,0,0,0,2
__label__18-24,1,16,2,1,1,2,0,1,8,0,41,3,26
__label__45-54,0,1,0,0,0,1,0,0,0,1,0,0,2
__label__25-34,0,3,4,0,2,0,0,0,0,0,0,3,0
__label__25-34,0,0,0,0,0,0,0,0,0,0,0,1,1
__label__45-54,0,3,0,0,0,0,0,0,0,0,0,0,1
__label__35-44,1,24,5,7,3,4,0,1,1,3,0,17,6
__label__18-24,0,35,2,8,3,2,0,3,0,4,5,6,18
__label__55+,0,0,1,0,0,1,0,0,0,1,0,1,1
__label__55+,0,0,3,0,0,0,1,0,0,0,0,0,1
__label__55+,0,0,1,0,0,2,0,0,0,0,0,0,0
__label__25-34,1,4,0,0,0,0,0,1,0,0,1,0,4
__label__25-34,0,27,9,0,1,0,0,0,0,0,0,5,2
__label__35-44,0,0,0,1,0,0,0,0,0,0,0,0,1
__label__55+,0,1,0,1,0,0,0,0,0,0,0,0,1
__label__45-54,1,5,3,0,5,1,1,2,0,13,0,3,12
__label__25-34,0,0,0,0,2,0,0,0,0,0,0,0,4
__label__35-44,0,2,1,1,2,0,0,0,0,0,0,1,0
__label__18-24,0,6,0,0,3,0,0,1,0,1,0,0,2
__label__35-44,0,0,1,0,1,0,0,0,0,0,0,0,0
__label__45-54,0,0,4,0,0,0,0,0,0,0,0,1,0
__label__25-34,0,1,0,0,0,0,0,0,0,0,1,1,1
__label__55+,0,1,0,0,0,0,0,0,0,0,0,0,3
__label__18-24,0,0,1,0,0,0,0,0,0,0,1,1,1
__label__18-24,0,1,0,0,0,0,0,0,0,0,1,0,2
__label__35-44,0,1,1,0,0,0,0,0,0,0,0,0,0
__label__18-24,0,2,0,0,1,1,0,0,0,0,0,1,0
__label__18-24,1,1,1,0,5,3,0,0,1,0,3,3,8
__label__45-54,1,10,1,1,2,0,1,2,0,1,0,0,7
__label__18-24,0,0,0,0,0,0,0,0,0,0,0,2,0
__label__18-24,0,0,0,0,2,0,0,0,0,0,0,2,0
__label__18-24,1,0,0,0,1,2,0,0,0,0,0,1,2
__label__55+,2,0,0,0,0,1,0,0,0,1,0,0,2
__label__18-24,0,2,2,1,1,0,0,0,0,0,0,0,1
__label__18-24,1,2,0,0,0,1,0,0,0,0,0,1,1
__label__55+,0,1,2,0,0,0,0,1,0,0,0,2,0
__label__55+,0,0,1,0,1,1,0,0,0,0,0,0,1
__label__45-54,0,0,0,3,0,0,0,0,0,0,0,1,1
__label__45-54,0,0,1,0,0,0,0,0,0,1,1,0,0
__label__35-44,0,4,0,0,0,1,0,1,0,0,0,2,2
__label__25-34,0,9,2,0,1,0,0,0,0,1,0,1,3
__label__18-24,0,3,1,1,1,0,0,1,0,0,0,0,2
__label__45-54,2,0,0,0,1,0,0,0,0,0,0,0,0
__label__25-34,0,3,0,2,0,3,0,0,0,0,0,1,6
__label__45-54,2,5,17,2,2,3,0,1,1,1,0,0,3
__label__45-54,0,0,1,0,0,1,0,0,0,0,0,0,1
__label__55+,0,1,1,0,0,0,0,0,0,0,0,0,0
__label__45-54,8,2,3,0,1,0,0,0,0,1,0,2,8
__label__25-34,0,1,1,0,0,0,0,0,0,0,0,0,0
__label__45-54,0,3,0,1,1,0,0,0,0,11,0,1,1
__label__35-44,0,1,1,0,0,0,0,0,0,0,0,0,1
__label__25-34,1,4,4,3,0,3,0,1,0,1,0,3,3
__label__35-44,0,2,1,0,0,0,0,0,0,0,0,0,2
__label__25-34,0,0,1,8,1,1,0,0,0,0,0,0,3
__label__35-44,0,0,1,1,0,0,0,1,0,1,0,3,0
__label__25-34,0,4,5,5,0,1,0,0,1,0,0,0,4
__label__25-34,0,2,1,5,3,1,0,0,0,1,0,2,8
__label__18-24,1,4,0,0,2,3,0,0,0,0,1,1,5
__label__35-44,0,0,0,2,0,0,0,0,0,0,0,1,2
__label__45-54,0,1,0,0,1,0,0,0,0,0,0,0,0
__label__35-44,1,10,1,1,2,0,0,0,0,0,0,0,1
__label__25-34,0,61,26,14,4,3,0,1,0,0,0,7,11
__label__45-54,0,4,3,1,0,0,0,0,0,0,0,0,3
__label__45-54,2,7,13,4,1,1,0,0,0,3,0,0,4
__label__25-34,0,2,2,1,1,0,0,0,0,0,0,1,1
__label__18-24,0,29,10,2,5,1,0,1,0,1,1,2,7
__label__25-34,0,30,8,5,0,5,0,1,0,0,0,1,7
__label__18-24,0,0,0,1,0,0,0,0,0,0,0,1,0
__label__25-34,0,7,3,1,2,0,0,0,0,1,0,2,3
__label__35-44,4,2,0,1,0,3,1,0,0,0,0,0,1
__label__25-34,1,1,0,0,0,1,0,0,0,0,0,0,1
__label__18-24,0,2,0,0,2,1,0,0,0,0,1,0,4
__label__25-34,0,12,1,2,2,0,0,0,0,0,0,0,1
__label__18-24,0,2,0,0,0,4,0,0,0,0,0,1,6
__label__18-24,0,1,0,2,0,13,0,0,3,1,0,4,6
__label__18-24,0,1,0,0,1,0,0,0,0,0,0,0,0
__label__18-24,0,5,0,1,1,0,0,1,0,0,1,6,3
__label__35-44,0,3,2,0,2,0,0,0,0,0,0,0,2
__label__25-34,0,21,0,5,1,0,0,0,0,2,0,1,3
__label__55+,1,2,3,0,1,0,0,1,1,2,0,1,1
__label__18-24,1,22,2,4,5,0,0,1,0,1,3,4,12
__label__18-24,0,2,1,1,2,0,0,0,0,0,0,1,1
__label__35-44,0,1,0,1,1,0,0,0,0,0,1,0,1
__label__35-44,0,8,0,1,0,0,0,0,0,0,0,0,3
__label__45-54,0,0,0,0,0,0,0,0,0,0,0,0,0
__label__18-24,0,8,0,0,2,0,0,1,0,0,0,0,6
__label__35-44,0,3,0,0,0,0,0,0,0,0,0,0,0
__label__35-44,0,0,0,0,0,0,0,0,0,0,0,1,1
__label__35-44,1,18,12,6,5,4,0,4,1,2,0,0,9
__label__55+,0,0,0,1,0,0,0,2,0,0,0,0,1
__label__35-44,0,6,0,0,0,0,0,0,0,0,1,0,2
__label__55+,0,4,0,0,0,2,0,0,0,0,0,1,1
__label__35-44,1,53,2,6,2,1,0,2,0,3,0,0,7
__label__35-44,3,5,5,1,3,0,0,0,4,0,0,0,14
__label__18-24,2,35,4,8,2,3,0,2,1,1,6,2,13
__label__55+,0,1,0,0,0,0,0,0,0,0,0,0,0
__label__35-44,0,0,0,0,0,0,0,0,0,0,0,0,0
__label__25-34,0,1,1,1,0,0,0,0,0,0,0,0,1
__label__18-24,1,0,0,0,0,0,0,0,1,0,0,0,0
__label__55+,0,1,0,0,0,0,0,0,0,0,0,1,1
__label__18-24,0,5,2,1,4,0,0,0,0,0,0,0,12
__label__25-34,0,9,0,1,0,0,0,0,0,0,0,0,2
__label__45-54,0,10,7,2,0,1,0,0,0,0,0,1,2
__label__35-44,1,64,13,1,3,3,0,7,0,0,0,17,10
__label__25-34,3,13,4,2,0,2,5,4,1,1,1,6,6
__label__35-44,4,60,7,8,1,3,0,3,2,2,1,1,30
__label__25-34,0,0,3,1,0,0,0,0,0,0,0,0,0
__label__25-34,0,0,0,0,0,0,0,0,0,0,0,1,0
__label__55+,3,0,2,0,1,2,0,0,1,0,0,1,0
__label__18-24,0,1,0,0,0,0,0,0,0,0,0,1,0
__label__35-44,0,13,7,3,0,2,1,0,0,3,0,1,9
__label__18-24,0,6,0,0,3,0,0,0,0,0,0,0,2
__label__25-34,3,13,1,8,0,0,0,1,1,2,3,4,16
__label__25-34,1,48,6,14,6,0,2,3,4,4,4,3,29
__label__45-54,0,4,2,0,0,0,0,0,0,0,0,0,0
__label__45-54,0,3,2,0,0,2,0,0,0,0,0,1,1
__label__55+,1,0,0,0,0,0,0,2,0,1,0,0,1
__label__25-34,0,0,0,0,0,1,0,1,0,0,0,4,1
__label__45-54,0,2,0,2,1,0,0,1,0,0,0,0,0
__label__45-54,0,2,0,0,0,0,0,0,0,0,0,0,1
__label__25-34,0,11,2,0,1,1,1,0,0,0,0,0,0
__label__25-34,1,6,0,1,1,3,0,0,0,0,1,1,4
__label__25-34,0,0,0,0,0,0,0,0,0,0,0,1,0
__label__45-54,0,1,0,0,0,0,0,0,0,0,0,0,0
__label__18-24,0,1,0,0,0,0,0,0,0,0,0,0,0
__label__35-44,0,10,2,6,1,5,0,1,0,0,0,0,8
__label__18-24,0,3,0,1,0,0,0,0,0,0,1,1,1
__label__25-34,3,36,8,7,2,2,0,1,5,0,0,1,29
__label__18-24,0,0,0,0,1,0,0,0,0,0,0,0,3
__label__45-54,0,0,0,0,0,0,0,1,0,0,0,3,2
__label__25-34,1,53,25,11,56,6,1,1,1,0,0,4,23
__label__25-34,1,7,7,8,7,4,0,8,8,2,2,2,14
__label__25-34,1,0,2,0,0,0,0,0,0,0,0,2,1
__label__25-34,0,18,1,1,1,1,0,1,2,0,0,0,1
__label__25-34,0,1,0,1,0,0,0,1,0,1,0,0,3
__label__18-24,0,1,0,0,6,0,0,0,1,0,1,0,4
__label__45-54,0,1,0,0,0,0,0,0,0,0,0,0,0
__label__25-34,0,0,0,0,1,0,0,0,0,0,0,0,0
__label__45-54,2,16,31,1,3,13,6,3,0,1,0,1,28
__label__18-24,0,3,0,1,0,0,1,0,0,0,0,1,2
__label__25-34,0,15,2,0,2,2,1,1,2,0,1,2,28
__label__35-44,0,3,1,0,0,1,0,0,1,0,0,0,0
__label__45-54,0,0,1,0,0,0,0,0,0,0,0,0,0
__label__18-24,1,10,3,2,10,0,0,2,0,0,0,0,4
__label__18-24,0,5,0,0,3,3,0,0,1,0,0,4,2
__label__35-44,0,6,3,1,2,0,0,0,1,1,0,0,2
__label__45-54,0,2,1,0,0,0,0,0,0,0,0,0,1
__label__35-44,0,1,0,0,0,0,0,0,0,0,0,0,0
__label__45-54,0,1,0,0,0,0,1,0,0,0,0,0,0
__label__35-44,0,14,10,3,1,4,1,0,0,1,0,0,1
__label__35-44,2,47,7,3,5,7,0,1,0,1,6,0,54
__label__18-24,0,3,0,0,2,0,0,1,0,0,0,3,1
__label__18-24,0,2,0,0,0,0,0,0,0,0,0,0,0
__label__35-44,1,2,0,0,1,0,0,0,0,0,2,1,0
__label__18-24,0,0,2,0,1,0,0,0,0,0,0,0,1
__label__25-34,1,10,0,0,4,2,0,2,0,0,9,0,3
__label__35-44,0,0,0,0,0,0,0,0,0,0,0,1,2
__label__55+,1,4,3,1,2,1,0,0,0,0,1,2,1
__label__35-44,1,8,10,2,6,0,0,1,0,2,6,2,6
__label__45-54,0,1,0,0,0,0,0,0,0,0,0,2,1
__label__55+,0,1,0,0,1,1,0,1,0,0,0,0,1
__label__45-54,0,1,0,0,0,0,0,0,0,0,1,1,0
__label__55+,0,1,0,0,0,0,0,0,0,0,1,0,1
__label__18-24,0,2,2,0,2,0,0,0,0,0,1,1,4
__label__55+,0,0,0,0,2,0,0,0,0,0,1,0,1
__label__35-44,0,0,0,0,0,0,0,0,0,0,0,0,0
__label__55+,0,2,1,0,2,0,0,0,0,0,1,1,1
__label__45-54,0,2,0,0,0,0,0,0,0,0,0,0,2
__label__45-54,0,0,0,0,1,0,0,0,0,0,1,0,0
__label__55+,0,4,0,1,2,2,0,0,0,2,1,3,9
__label__55+,0,0,0,0,0,0,0,0,0,0,0,0,1
__label__18-24,0,0,0,0,0,0,0,0,0,0,0,0,0
__label__25-34,0,0,0,1,0,0,0,0,0,0,0,0,0
__label__55+,0,1,0,0,0,0,0,1,0,0,0,0,1
__label__55+,0,1,2,0,0,1,0,0,0,0,2,0,0
__label__18-24,0,1,0,0,0,0,0,0,0,0,0,1,0
__label__45-54,0,0,0,0,1,0,0,0,0,0,0,0,0
__label__45-54,0,4,0,1,0,0,0,1,0,1,0,0,1
__label__25-34,0,1,0,2,0,0,0,0,0,0,0,1,2
__label__25-34,0,0,0,0,0,1,0,0,0,0,0,1,3
__label__25-34,0,1,2,0,2,1,0,0,0,0,0,0,1
__label__25-34,0,0,6,0,0,0,0,0,0,0,0,0,4
__label__55+,0,0,1,0,0,0,0,1,0,0,0,0,2
__label__55+,0,1,0,0,2,0,0,0,0,0,0,0,2
__label__35-44,0,6,0,0,0,0,0,0,0,0,0,0,2
__label__45-54,0,0,0,1,2,0,0,0,0,0,0,0,0
__label__18-24,1,0,0,0,0,0,0,1,0,0,0,3,1
__label__18-24,0,7,0,1,0,3,0,0,1,0,0,1,3
__label__45-54,0,3,0,0,0,2,4,0,0,1,0,9,3
__label__18-24,0,1,0,0,1,0,0,0,0,0,0,0,1
__label__18-24,0,0,0,0,0,0,0,0,0,0,0,0,0
__label__18-24,0,2,1,0,1,0,0,0,0,0,2,1,2
__label__18-24,0,0,0,0,0,0,0,0,0,0,0,1,0
__label__18-24,0,19,2,3,7,0,0,4,1,1,4,1,26
__label__45-54,0,1,0,0,0,0,0,0,0,0,0,1,0
__label__18-24,0,6,0,0,2,0,0,1,0,0,0,0,1
__label__18-24,0,0,0,0,0,0,0,0,1,0,1,1,1
__label__45-54,0,0,1,0,1,0,0,0,0,0,0,0,0
__label__55+,0,1,3,0,0,3,0,2,0,1,0,4,0
__label__25-34,0,1,1,0,0,0,0,0,0,0,0,0,0
__label__35-44,0,1,0,0,0,0,0,0,0,1,0,1,3
__label__45-54,0,1,1,0,0,0,0,1,0,0,0,0,0
__label__55+,0,1,0,0,0,0,0,0,0,0,0,0,0
__label__35-44,7,49,3,12,13,2,0,3,0,1,1,5,10
__label__18-24,0,2,0,4,0,0,0,0,0,1,0,0,2
__label__45-54,0,3,0,0,0,0,0,0,0,0,0,0,1
__label__18-24,1,0,0,0,0,0,0,0,0,0,0,0,0
__label__18-24,0,0,0,0,0,0,0,1,0,0,0,0,0
__label__18-24,0,1,0,2,0,1,0,0,0,0,0,2,1
__label__45-54,0,2,0,0,0,0,0,0,0,0,0,0,1
__label__18-24,0,1,0,0,0,0,0,0,0,0,0,0,2
__label__45-54,0,6,2,3,1,0,0,0,0,1,0,1,4
__label__45-54,0,0,1,0,0,0,0,0,0,0,0,0,0
__label__45-54,0,4,1,0,0,1,0,0,0,0,0,0,7
__label__45-54,0,4,1,0,0,0,0,0,0,0,0,0,0
__label__25-34,0,1,1,0,2,0,0,0,1,0,1,1,3
__label__35-44,0,2,0,0,0,0,0,0,0,0,0,0,1
__label__45-54,0,0,1,0,0,0,0,0,0,0,0,0,0
__label__35-44,0,0,1,0,0,0,0,1,0,0,0,0,0
__label__25-34,0,1,0,0,0,0,0,0,0,0,0,0,3
__label__25-34,0,9,2,1,1,0,0,0,0,0,0,0,0
__label__18-24,1,15,0,0,0,3,1,0,0,0,2,1,5
__label__18-24,0,0,0,0,1,1,0,0,0,0,0,1,1
__label__35-44,0,7,0,0,1,0,1,1,0,0,3,0,4
__label__18-24,0,0,0,0,0,0,0,0,0,0,1,0,0
__label__25-34,0,1,1,0,0,0,0,0,0,0,0,0,0
__label__18-24,0,49,6,11,2,2,0,2,2,0,10,2,7
__label__18-24,0,1,0,0,0,0,0,0,0,0,1,2,2
__label__18-24,0,0,1,0,0,0,0,0,0,0,0,1,0
__label__25-34,0,0,0,0,0,0,0,0,0,0,0,0,1
__label__25-34,1,6,9,1,6,3,0,0,0,0,2,3,6
__label__55+,0,1,0,0,0,0,0,0,0,0,2,0,2
__label__35-44,0,0,0,0,0,0,0,0,0,0,0,0,0
__label__25-34,0,11,5,2,2,0,0,2,1,1,1,1,4
__label__25-34,0,9,3,1,0,3,0,0,0,1,1,3,4
__label__25-34,0,0,0,0,0,0,0,0,0,0,0,1,0
__label__45-54,1,0,0,0,0,0,0,0,0,0,0,0,0
__label__25-34,0,1,0,0,0,0,0,0,0,0,1,3,2
__label__35-44,0,5,1,0,0,0,0,0,0,0,1,5,3
__label__18-24,1,12,2,1,1,0,1,0,0,0,1,1,2
__label__25-34,0,0,0,0,0,0,0,0,0,0,0,0,1
__label__18-24,0,2,0,2,0,0,0,1,0,0,0,0,1
__label__18-24,1,4,0,6,1,1,1,0,1,0,6,11,11
__label__18-24,0,0,0,0,0,0,1,0,0,0,0,0,1
__label__35-44,0,1,1,0,2,0,0,0,0,0,1,0,1
__label__18-24,3,20,0,0,0,1,0,0,0,0,1,3,4
__label__45-54,0,1,1,1,0,0,0,0,0,0,0,0,0
__label__35-44,0,0,0,0,0,0,0,0,0,0,0,0,0
__label__55+,2,0,1,2,1,7,0,1,0,0,0,3,7
__label__18-24,0,5,2,2,6,3,0,2,0,0,4,4,5
__label__18-24,0,9,4,2,2,4,1,1,1,1,4,2,19
__label__45-54,0,0,0,1,0,0,0,0,0,0,0,0,2
__label__18-24,0,1,0,0,0,1,0,0,0,0,0,3,2
__label__18-24,0,4,3,0,2,0,0,0,0,0,2,1,4
__label__25-34,0,16,0,1,0,2,0,6,0,1,2,1,46
__label__45-54,0,4,0,0,2,1,0,0,0,1,1,0,2
__label__25-34,0,0,1,0,0,0,0,0,0,0,0,0,1
__label__18-24,0,0,0,0,0,0,0,0,0,0,0,0,0
__label__18-24,0,0,0,0,0,0,0,1,0,0,0,0,0
__label__18-24,0,1,0,0,2,1,0,0,0,0,0,0,1
__label__35-44,0,1,0,0,0,1,0,0,0,0,0,0,1
__label__35-44,0,0,2,0,0,0,0,1,0,0,1,1,0
__label__18-24,0,17,2,2,2,1,1,1,0,1,5,5,18
__label__18-24,0,2,1,0,0,0,0,0,0,0,0,2,0
__label__25-34,0,7,1,5,1,3,0,0,0,0,2,4,2
__label__18-24,0,1,0,0,0,0,0,0,0,0,0,0,0
__label__18-24,0,18,6,8,7,2,0,3,3,0,2,2,20
__label__25-34,1,0,0,0,0,0,0,0,0,0,0,0,0
__label__45-54,0,4,6,1,1,1,1,1,0,2,1,4,6
__label__25-34,0,0,0,2,2,5,1,0,1,0,4,2,3
__label__45-54,0,2,0,0,0,1,0,0,0,0,0,1,2
__label__18-24,0,0,0,0,0,0,0,0,0,0,0,0,1
__label__45-54,0,0,1,0,0,1,0,0,0,0,0,1,0
__label__55+,0,0,0,0,0,0,0,0,0,0,0,1,0
__label__45-54,0,1,1,0,0,0,0,0,0,0,0,2,2
__label__45-54,0,13,9,1,7,0,2,2,0,0,9,0,4
__label__45-54,0,0,0,0,0,1,0,0,0,0,0,0,0
__label__45-54,0,0,1,0,0,0,0,0,0,0,0,0,0
__label__25-34,0,0,0,0,0,1,0,0,0,0,0,0,1
__label__45-54,0,2,0,0,0,2,0,0,0,0,2,0,2
__label__35-44,0,1,1,0,0,0,0,0,0,0,1,0,2
__label__18-24,0,2,0,3,0,7,0,0,0,0,0,2,0
__label__45-54,0,5,0,0,0,0,1,0,0,0,0,1,0
__label__35-44,0,0,0,0,0,0,0,0,0,0,0,2,0
__label__25-34,0,0,0,0,2,0,0,0,0,0,0,0,0
__label__35-44,0,0,0,0,0,0,0,0,0,0,0,0,1
__label__55+,0,0,0,0,0,0,0,0,0,0,0,0,0
__label__55+,0,2,2,1,0,5,0,2,1,0,0,1,5
__label__18-24,0,1,0,0,2,1,0,0,0,1,2,3,12
__label__18-24,0,3,0,0,0,0,0,0,0,0,0,0,3
__label__18-24,0,0,0,0,0,0,0,0,0,0,0,0,1
__label__45-54,0,1,0,0,2,0,0,0,0,0,0,0,4
__label__55+,0,2,1,0,0,1,0,0,0,0,0,0,3
__label__35-44,0,9,1,0,1,0,0,0,0,0,4,3,0
__label__18-24,0,0,0,0,0,0,0,0,0,0,1,0,3
__label__55+,0,0,0,1,1,0,0,0,0,0,0,0,1
__label__18-24,0,2,0,0,0,0,1,0,0,1,1,0,3
__label__45-54,0,0,0,1,0,0,0,0,0,0,0,1,0
__label__35-44,1,5,0,0,0,4,1,0,0,0,0,2,4
__label__25-34,1,6,4,1,1,1,1,0,0,0,4,7,0
__label__18-24,2,31,2,4,10,20,0,1,1,0,0,4,28
__label__45-54,0,3,1,0,2,0,0,1,0,2,1,0,1
__label__18-24,0,0,0,0,1,0,0,0,0,0,0,0,0
__label__35-44,0,0,1,0,0,0,0,0,0,0,0,0,1
__label__25-34,1,1,3,1,2,1,0,1,0,0,1,3,3
__label__18-24,0,10,0,0,0,0,0,0,0,0,0,0,0
__label__35-44,0,0,0,0,1,0,0,0,0,0,0,0,0
__label__18-24,0,0,0,0,0,0,0,0,0,0,0,0,0
__label__25-34,0,1,0,1,1,0,0,0,0,0,0,0,0
__label__18-24,16,7,2,0,5,2,0,1,1,0,1,7,8
__label__18-24,0,0,0,0,0,0,0,0,0,0,0,0,0
__label__18-24,0,0,0,1,0,0,0,0,0,0,0,0,0
__label__25-34,0,1,0,0,0,0,0,0,0,0,0,0,2
__label__45-54,0,0,1,0,0,0,0,0,0,0,0,0,0
__label__18-24,0,6,3,0,5,0,0,0,0,0,4,2,10
__label__18-24,0,10,0,0,1,2,0,1,0,2,0,3,3
__label__18-24,1,13,5,0,7,1,0,2,0,1,2,6,8
__label__45-54,0,0,2,0,1,0,0,0,0,0,0,0,0
__label__35-44,0,2,0,0,0,0,0,1,0,0,0,1,0
__label__55+,0,1,0,0,0,0,0,1,0,0,0,0,1
__label__18-24,2,12,1,1,3,3,2,0,1,2,1,2,6
__label__18-24,0,2,0,7,0,3,0,0,0,0,0,3,7
__label__45-54,0,1,0,1,0,0,0,0,0,0,0,0,1
__label__18-24,0,0,0,0,0,0,0,0,0,0,0,0,3
__label__35-44,0,0,0,0,0,1,0,0,0,0,0,0,0
__label__18-24,0,0,2,0,0,3,0,0,0,0,0,0,0
__label__18-24,0,1,0,0,0,1,0,1,0,0,2,2,2
__label__35-44,1,6,1,0,1,0,0,0,0,0,0,1,5
__label__35-44,1,3,0,1,0,1,0,0,0,0,0,7,2
__label__25-34,0,0,0,0,0,0,0,0,0,0,0,0,0
__label__25-34,1,0,0,0,1,0,0,0,0,0,0,0,0
__label__25-34,0,0,0,0,1,0,0,0,0,0,0,0,0
__label__18-24,0,24,0,2,3,10,1,2,4,0,16,6,18
__label__18-24,0,0,0,0,0,0,0,0,0,0,0,0,1
__label__45-54,0,2,0,0,0,0,0,0,0,1,0,0,1
__label__18-24,0,6,0,1,2,0,0,0,0,0,0,0,2
__label__45-54,0,2,0,0,0,0,0,0,0,0,1,0,1
__label__35-44,0,0,0,0,0,0,0,0,0,0,0,0,1
__label__25-34,0,0,1,0,0,0,0,0,1,0,1,1,0
__label__35-44,0,7,1,0,1,0,0,0,0,0,0,0,8
__label__18-24,0,0,0,0,0,1,0,0,0,0,0,0,1
__label__25-34,1,1,1,0,1,1,0,0,0,0,1,3,3
__label__45-54,0,1,0,0,0,0,0,0,0,0,0,0,0
__label__18-24,0,14,0,1,0,0,0,0,0,0,0,0,0
__label__18-24,0,1,0,4,0,1,0,2,0,0,0,2,5
__label__35-44,0,1,1,1,0,0,0,0,0,0,0,0,2
__label__45-54,1,2,0,1,1,0,0,0,1,0,0,0,0
__label__35-44,2,7,1,1,1,0,0,1,0,0,0,0,0
__label__45-54,0,0,0,1,0,0,0,0,0,0,0,0,4
__label__45-54,0,0,0,0,0,0,0,0,0,0,0,0,0
__label__18-24,2,6,4,0,1,0,0,0,0,0,0,0,0
__label__25-34,0,0,0,0,0,1,0,0,0,0,0,0,2
__label__18-24,0,0,1,0,0,0,0,0,0,0,1,0,0
__label__55+,0,4,0,0,0,0,0,0,0,0,0,0,0
__label__18-24,1,8,4,3,1,9,0,0,0,1,1,4,20
__label__35-44,0,4,2,0,1,0,0,0,0,0,0,2,0
__label__25-34,0,22,20,3,6,2,0,0,0,0,0,4,7
__label__18-24,0,2,0,2,1,1,0,0,0,0,0,1,1
__label__25-34,0,0,0,0,1,0,0,0,0,0,0,0,0
__label__25-34,0,1,3,0,2,0,0,0,0,0,0,0,0
__label__45-54,0,6,1,1,0,0,0,0,0,0,0,0,0
__label__35-44,0,14,4,0,0,0,1,0,0,0,0,0,3
__label__18-24,0,4,0,0,1,0,0,0,0,0,0,2,3
__label__25-34,1,11,1,2,0,0,0,1,0,2,0,1,10
__label__25-34,0,4,1,0,0,0,0,0,0,1,0,0,1
__label__25-34,0,80,9,1,4,5,0,3,0,0,0,5,9
__label__55+,0,0,0,0,0,0,0,0,0,0,0,0,0
__label__35-44,0,0,0,0,0,1,0,0,0,1,0,0,1
__label__45-54,0,0,0,0,0,0,0,0,0,0,0,0,1
__label__18-24,11,48,6,8,5,1,3,4,2,65,2,6,49
__label__35-44,0,3,0,1,1,0,0,0,0,0,0,0,3
__label__35-44,2,11,3,1,5,0,0,0,0,6,1,0,6
__label__35-44,0,0,0,0,0,1,0,0,0,1,0,0,1
__label__18-24,0,0,0,0,0,0,0,0,0,0,2,0,1
__label__18-24,0,0,0,0,0,0,0,0,0,0,0,0,1
__label__55+,0,0,0,0,0,1,0,0,0,0,0,0,0
__label__45-54,0,1,0,0,0,0,0,0,0,1,1,1,1
__label__45-54,0,3,0,0,1,1,0,1,0,0,0,0,6
__label__25-34,8,153,19,22,7,12,0,3,0,11,2,4,56
__label__25-34,0,1,1,0,1,1,0,0,0,1,1,4,1
__label__18-24,1,0,0,0,0,0,0,0,0,0,0,0,0
__label__25-34,0,0,0,0,0,0,0,0,0,0,0,1,0
__label__55+,0,0,0,0,0,0,0,0,0,0,0,0,0
__label__18-24,0,0,2,0,0,4,0,0,1,0,1,1,6
__label__18-24,1,2,1,0,0,0,0,0,0,0,0,0,1
__label__45-54,0,3,4,1,0,2,0,1,0,2,0,0,0
__label__55+,0,1,0,0,0,0,0,1,0,0,0,0,0
__label__18-24,1,12,2,1,3,0,0,1,0,0,1,2,2
__label__35-44,0,0,0,0,0,0,0,0,0,0,0,3,2
__label__18-24,1,2,5,1,0,7,0,0,1,1,0,2,3
__label__45-54,0,0,0,0,0,0,0,0,0,1,0,0,2
__label__25-34,0,4,1,1,0,0,0,0,0,0,0,0,1
